model,scenario,region,variable,unit,year,value
MESSAGEix-Australia,SSP2-30k-ren,AUS,Primary Energy|Solar,EJ/yr,2060,1.43711774218605
MESSAGEix-Australia,SSP2-30k-ren,AUS,Primary Energy|Solar,EJ/yr,2070,1.57289871234362
MESSAGEix-Australia,SSP2-30k-ren,AUS,Primary Energy|Solar,EJ/yr,2080,1.74426619394743
MESSAGEix-Australia,SSP2-30k-ren,AUS,Primary Energy|Solar,EJ/yr,2090,2.00668012685813
MESSAGEix-Australia,SSP2-30k-ren,AUS,Primary Energy|Solar,EJ/yr,2100,2.15094887682292
MESSAGEix-Australia,SSP2-20k-ren,AUS,Primary Energy|Solar,EJ/yr,2020,0.198100337911407
MESSAGEix-Australia,SSP2-20k-ren,AUS,Primary Energy|Solar,EJ/yr,2030,0.268950661671224
MESSAGEix-Australia,SSP2-20k-ren,AUS,Primary Energy|Solar,EJ/yr,2040,0.561884001876752
MESSAGEix-Australia,SSP2-20k-ren,AUS,Primary Energy|Solar,EJ/yr,2050,0.990708786695312
MESSAGEix-Australia,SSP2-20k-ren,AUS,Primary Energy|Solar,EJ/yr,2060,1.10683166716719
MESSAGEix-Australia,SSP2-20k-ren,AUS,Primary Energy|Solar,EJ/yr,2070,1.25717603731609
MESSAGEix-Australia,SSP2-20k-ren,AUS,Primary Energy|Solar,EJ/yr,2080,1.27658334844191
MESSAGEix-Australia,SSP2-20k-ren,AUS,Primary Energy|Solar,EJ/yr,2090,1.46754255615746
MESSAGEix-Australia,SSP2-20k-ren,AUS,Primary Energy|Solar,EJ/yr,2100,1.62265361795721
MESSAGEix-Australia,SSP2-10k-ren,AUS,Primary Energy|Solar,EJ/yr,2020,0.198100337911407
MESSAGEix-Australia,SSP2-10k-ren,AUS,Primary Energy|Solar,EJ/yr,2030,0.246025569920797
MESSAGEix-Australia,SSP2-10k-ren,AUS,Primary Energy|Solar,EJ/yr,2040,0.347209931484196
MESSAGEix-Australia,SSP2-10k-ren,AUS,Primary Energy|Solar,EJ/yr,2050,0.531404425745768
MESSAGEix-Australia,SSP2-10k-ren,AUS,Primary Energy|Solar,EJ/yr,2060,0.597252780945895
MESSAGEix-Australia,SSP2-10k-ren,AUS,Primary Energy|Solar,EJ/yr,2070,0.693991072135551
MESSAGEix-Australia,SSP2-10k-ren,AUS,Primary Energy|Solar,EJ/yr,2080,0.73366385175868
MESSAGEix-Australia,SSP2-10k-ren,AUS,Primary Energy|Solar,EJ/yr,2090,0.781716758805726
MESSAGEix-Australia,SSP2-10k-ren,AUS,Primary Energy|Solar,EJ/yr,2100,0.770208262202392
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.213098150554805
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Primary Energy|Solar,EJ/yr,2030,1.58489148575258
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Primary Energy|Solar,EJ/yr,2040,2.62066410683767
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Primary Energy|Solar,EJ/yr,2050,4.06734028482885
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Primary Energy|Solar,EJ/yr,2060,4.70854450907249
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Primary Energy|Solar,EJ/yr,2070,5.2030748252747
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Primary Energy|Solar,EJ/yr,2080,5.57939033934222
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Primary Energy|Solar,EJ/yr,2090,5.80481729734741
MESSAGEix-Australia,SSP2-baseline-6Gt,AUS,Primary Energy|Solar,EJ/yr,2100,5.87779260082244
MESSAGEix-Australia,SSP2-70k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.213098150554805
MESSAGEix-Australia,SSP2-70k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2030,1.40704767225618
MESSAGEix-Australia,SSP2-70k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2040,2.55847943687188
MESSAGEix-Australia,SSP2-70k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2050,4.00430996758042
MESSAGEix-Australia,SSP2-70k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2060,4.24960992484499
MESSAGEix-Australia,SSP2-70k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2070,4.21624087609165
MESSAGEix-Australia,SSP2-70k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2080,4.39749048140082
MESSAGEix-Australia,SSP2-70k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2090,4.18673191411651
MESSAGEix-Australia,SSP2-70k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2100,4.18679050248214
MESSAGEix-Australia,SSP2-60k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.213098150554805
MESSAGEix-Australia,SSP2-60k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2030,1.37732903397584
MESSAGEix-Australia,SSP2-60k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2040,2.48014650376437
MESSAGEix-Australia,SSP2-60k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2050,3.6566939132494
MESSAGEix-Australia,SSP2-60k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2060,3.72033296879314
MESSAGEix-Australia,SSP2-60k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2070,3.5868357678749
MESSAGEix-Australia,SSP2-60k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2080,3.69909274664748
MESSAGEix-Australia,SSP2-60k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2090,3.51754767108177
MESSAGEix-Australia,SSP2-60k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2100,3.49282438789413
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.213098150554805
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2030,0.976713828905944
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2040,2.06070476814273
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2050,2.97752365860097
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2060,3.15534876059796
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2070,2.92478869268827
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2080,2.97442103845278
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2090,2.81829803482485
MESSAGEix-Australia,SSP2-50k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2100,2.80303753869256
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.213115835517102
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2030,0.905729040283157
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2040,1.81543204517349
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2050,2.16506180353491
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2060,2.4751725419571
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2070,2.3554383831674
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2080,2.36249483674455
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2090,2.28800471730767
MESSAGEix-Australia,SSP2-40k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2100,2.27804177905116
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.211663076798391
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2030,0.656202182063999
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2040,1.38879837481462
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2050,1.57282835744256
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2060,1.70054516057992
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2070,1.74220506508047
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2080,1.68074300108278
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2090,1.6059657052314
MESSAGEix-Australia,SSP2-30k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2100,1.63766316917904
MESSAGEix-Australia,SSP2-20k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.207036797270843
MESSAGEix-Australia,SSP2-20k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2030,0.456351902312136
MESSAGEix-Australia,SSP2-20k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2040,0.594648144168059
MESSAGEix-Australia,SSP2-20k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2050,1.02755660834312
MESSAGEix-Australia,SSP2-20k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2060,1.088167392683
MESSAGEix-Australia,SSP2-20k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2070,1.10116194898399
MESSAGEix-Australia,SSP2-20k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2080,1.18534467027073
MESSAGEix-Australia,SSP2-20k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2090,1.11392191794194
MESSAGEix-Australia,SSP2-20k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2100,1.0825454046538
MESSAGEix-Australia,SSP2-10k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.207036797270843
MESSAGEix-Australia,SSP2-10k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2030,0.336812020075846
MESSAGEix-Australia,SSP2-10k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2040,0.391559044271188
MESSAGEix-Australia,SSP2-10k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2050,0.559811291000355
MESSAGEix-Australia,SSP2-10k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2060,0.64782808670146
MESSAGEix-Australia,SSP2-10k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2070,0.675258374191965
MESSAGEix-Australia,SSP2-10k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2080,0.659724407521205
MESSAGEix-Australia,SSP2-10k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2090,0.665192248303052
MESSAGEix-Australia,SSP2-10k-6Gt,AUS,Primary Energy|Solar,EJ/yr,2100,0.726579545097139
MESSAGEix-Australia,SSP2-baseline-5Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.213098150554805
MESSAGEix-Australia,SSP2-baseline-5Gt,AUS,Primary Energy|Solar,EJ/yr,2030,1.6152188000434
MESSAGEix-Australia,SSP2-baseline-5Gt,AUS,Primary Energy|Solar,EJ/yr,2040,2.71078046413267
MESSAGEix-Australia,SSP2-baseline-5Gt,AUS,Primary Energy|Solar,EJ/yr,2050,4.04803436185311
MESSAGEix-Australia,SSP2-baseline-5Gt,AUS,Primary Energy|Solar,EJ/yr,2060,4.65169196158802
MESSAGEix-Australia,SSP2-baseline-5Gt,AUS,Primary Energy|Solar,EJ/yr,2070,5.18444270488069
MESSAGEix-Australia,SSP2-baseline-5Gt,AUS,Primary Energy|Solar,EJ/yr,2080,5.57214810122822
MESSAGEix-Australia,SSP2-baseline-5Gt,AUS,Primary Energy|Solar,EJ/yr,2090,5.80385874190377
MESSAGEix-Australia,SSP2-baseline-5Gt,AUS,Primary Energy|Solar,EJ/yr,2100,5.87779823430613
MESSAGEix-Australia,SSP2-70k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.213098150554805
MESSAGEix-Australia,SSP2-70k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2030,1.53596636707677
MESSAGEix-Australia,SSP2-70k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2040,2.60113759934614
MESSAGEix-Australia,SSP2-70k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2050,3.99077523708103
MESSAGEix-Australia,SSP2-70k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2060,4.2774942326958
MESSAGEix-Australia,SSP2-70k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2070,4.20994141392097
MESSAGEix-Australia,SSP2-70k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2080,4.42595975559378
MESSAGEix-Australia,SSP2-70k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2090,4.24197419699257
MESSAGEix-Australia,SSP2-70k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2100,4.24547560205306
MESSAGEix-Australia,SSP2-60k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.213098150554805
MESSAGEix-Australia,SSP2-60k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2030,1.53968000168464
MESSAGEix-Australia,SSP2-60k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2040,2.53808258133068
MESSAGEix-Australia,SSP2-60k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2050,3.66902753799989
MESSAGEix-Australia,SSP2-60k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2060,3.72253912544514
MESSAGEix-Australia,SSP2-60k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2070,3.67540175431202
MESSAGEix-Australia,SSP2-60k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2080,3.6123096657749
MESSAGEix-Australia,SSP2-60k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2090,3.5462564079456
MESSAGEix-Australia,SSP2-60k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2100,3.51573542446878
MESSAGEix-Australia,SSP2-50k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.213098150554805
MESSAGEix-Australia,SSP2-50k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2030,1.31309107322345
MESSAGEix-Australia,SSP2-50k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2040,2.08099883591473
MESSAGEix-Australia,SSP2-50k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2050,2.93130669308475
MESSAGEix-Australia,SSP2-50k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2060,3.02363215232851
MESSAGEix-Australia,SSP2-50k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2070,3.00868579471547
MESSAGEix-Australia,SSP2-50k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2080,2.97851781033454
MESSAGEix-Australia,SSP2-50k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2090,2.90431999527974
MESSAGEix-Australia,SSP2-50k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2100,2.88113867791022
MESSAGEix-Australia,SSP2-40k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.214440720903022
MESSAGEix-Australia,SSP2-40k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2030,1.1294608973253
MESSAGEix-Australia,SSP2-40k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2040,1.86234856869028
MESSAGEix-Australia,SSP2-40k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2050,2.41175145630531
MESSAGEix-Australia,SSP2-40k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2060,2.44131286375129
MESSAGEix-Australia,SSP2-40k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2070,2.44044943161973
MESSAGEix-Australia,SSP2-40k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2080,2.40607753915465
MESSAGEix-Australia,SSP2-40k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2090,2.31007034158332
MESSAGEix-Australia,SSP2-40k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2100,2.29291703628952
MESSAGEix-Australia,SSP2-30k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.212214346861413
MESSAGEix-Australia,SSP2-30k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2030,0.910241687304613
MESSAGEix-Australia,SSP2-30k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2040,1.45658175934578
MESSAGEix-Australia,SSP2-30k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2050,1.59062955687433
MESSAGEix-Australia,SSP2-30k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2060,1.7209602562682
MESSAGEix-Australia,SSP2-30k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2070,1.73251603389944
MESSAGEix-Australia,SSP2-30k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2080,1.67607813949821
MESSAGEix-Australia,SSP2-30k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2090,1.61727190451127
MESSAGEix-Australia,SSP2-30k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2100,1.66856234407923
MESSAGEix-Australia,SSP2-20k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.207036797270843
MESSAGEix-Australia,SSP2-20k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2030,0.441188874487684
MESSAGEix-Australia,SSP2-20k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2040,0.746678955341837
MESSAGEix-Australia,SSP2-20k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2050,1.01705279334173
MESSAGEix-Australia,SSP2-20k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2060,1.08947545290185
MESSAGEix-Australia,SSP2-20k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2070,1.18967524006285
MESSAGEix-Australia,SSP2-20k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2080,1.11678579656775
MESSAGEix-Australia,SSP2-20k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2090,1.08420966354008
MESSAGEix-Australia,SSP2-20k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2100,1.0975143227453
MESSAGEix-Australia,SSP2-10k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.207036797270843
MESSAGEix-Australia,SSP2-10k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2030,0.321313730710076
MESSAGEix-Australia,SSP2-10k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2040,0.400738635031898
MESSAGEix-Australia,SSP2-10k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2050,0.565968626143487
MESSAGEix-Australia,SSP2-10k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2060,0.634929132569303
MESSAGEix-Australia,SSP2-10k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2070,0.719302859295328
MESSAGEix-Australia,SSP2-10k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2080,0.667268676210992
MESSAGEix-Australia,SSP2-10k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2090,0.715089679221253
MESSAGEix-Australia,SSP2-10k-5Gt,AUS,Primary Energy|Solar,EJ/yr,2100,0.69205610752786
MESSAGEix-Australia,SSP2-baseline-4Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.213098150554805
MESSAGEix-Australia,SSP2-baseline-4Gt,AUS,Primary Energy|Solar,EJ/yr,2030,1.69540663742574
MESSAGEix-Australia,SSP2-baseline-4Gt,AUS,Primary Energy|Solar,EJ/yr,2040,2.93411744105941
MESSAGEix-Australia,SSP2-baseline-4Gt,AUS,Primary Energy|Solar,EJ/yr,2050,4.0051524144433
MESSAGEix-Australia,SSP2-baseline-4Gt,AUS,Primary Energy|Solar,EJ/yr,2060,4.62691993014629
MESSAGEix-Australia,SSP2-baseline-4Gt,AUS,Primary Energy|Solar,EJ/yr,2070,5.17318505304353
MESSAGEix-Australia,SSP2-baseline-4Gt,AUS,Primary Energy|Solar,EJ/yr,2080,5.56323683594337
MESSAGEix-Australia,SSP2-baseline-4Gt,AUS,Primary Energy|Solar,EJ/yr,2090,5.79959740215738
MESSAGEix-Australia,SSP2-baseline-4Gt,AUS,Primary Energy|Solar,EJ/yr,2100,5.87781134987057
MESSAGEix-Australia,SSP2-70k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.213098150554805
MESSAGEix-Australia,SSP2-70k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2030,1.5386187854141
MESSAGEix-Australia,SSP2-70k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2040,2.75294074175611
MESSAGEix-Australia,SSP2-70k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2050,3.94855565028335
MESSAGEix-Australia,SSP2-70k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2060,4.22289046940765
MESSAGEix-Australia,SSP2-70k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2070,4.09097406364297
MESSAGEix-Australia,SSP2-70k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2080,4.26038965353679
MESSAGEix-Australia,SSP2-70k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2090,4.14996955329964
MESSAGEix-Australia,SSP2-70k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2100,4.14500583945153
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.213098150554805
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2030,1.53463457050691
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2040,2.63625545767292
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2050,3.41970733775754
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2060,3.56925853150221
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2070,3.59396710496618
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2080,3.5423920605716
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2090,3.44415619677029
MESSAGEix-Australia,SSP2-60k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2100,3.43538724103591
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.213098150554805
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2030,1.3210620514281
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2040,1.99255135022741
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2050,2.75584046041367
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2060,2.85561437797111
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2070,2.88602950781052
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2080,2.89182617176353
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2090,2.82688313796834
MESSAGEix-Australia,SSP2-50k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2100,2.80535420351181
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.213098150554805
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2030,1.23890052436902
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2040,1.85408575911918
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2050,2.42242407524455
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2060,2.37283305808842
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2070,2.42230359474256
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2080,2.33684465635951
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2090,2.23934969622762
MESSAGEix-Australia,SSP2-40k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2100,2.28269942795073
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.21249849763133
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2030,0.963129398342018
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2040,1.50227916142428
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2050,1.79187065866987
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2060,1.70071530633013
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2070,1.6859709199206
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2080,1.66266293596739
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2090,1.59924579256289
MESSAGEix-Australia,SSP2-30k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2100,1.5855911374473
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.210327719580078
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2030,0.758859139767796
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2040,0.912115274032285
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2050,1.180489251855
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2060,1.23019107219632
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2070,1.18586764451691
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2080,1.20902495715595
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2090,1.13155682029971
MESSAGEix-Australia,SSP2-20k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2100,1.19194450793516
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.207036797270843
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2030,0.405554490821686
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2040,0.4210214030249
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2050,0.506133340986264
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2060,0.563131744938855
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2070,0.584423196242249
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2080,0.608296882102896
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2090,0.677138149766849
MESSAGEix-Australia,SSP2-10k-4Gt,AUS,Primary Energy|Solar,EJ/yr,2100,0.662626968739291
MESSAGEix-Australia,SSP2-30k-3Gt,AUS,Primary Energy|Solar,EJ/yr,2020,0.213098150554805
MESSAGEix-Australia,SSP2-30k-3Gt,AUS,Primary Energy|Solar,EJ/yr,2030,1.23554870159468
