model,scenario,region,variable,unit,year,value,MOD.SCEN
MESSAGEix-Australia,SSP2-50k-fossil,AUS,Useful Energy,EJ/yr,2100,1.069527654204148,MESSAGEix-Australia_SSP2-50k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy,EJ/yr,2030,0.9134491468573099,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy,EJ/yr,2040,0.9411864206356432,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy,EJ/yr,2050,0.9587044555024079,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy,EJ/yr,2060,0.9640942491600778,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy,EJ/yr,2070,0.9711984956607097,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy,EJ/yr,2080,0.9878879102125097,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy,EJ/yr,2090,0.8904229081307904,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,Useful Energy,EJ/yr,2100,0.8821575856674116,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy,EJ/yr,2030,0.8489486849560287,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy,EJ/yr,2040,0.7784546244440892,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy,EJ/yr,2050,0.8081723809705944,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy,EJ/yr,2060,0.838450272262153,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy,EJ/yr,2070,0.7528959540368328,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy,EJ/yr,2080,0.7126511573256977,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy,EJ/yr,2090,0.683663497236808,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,Useful Energy,EJ/yr,2100,0.6876160372794794,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy,EJ/yr,2030,0.6209879576548217,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy,EJ/yr,2040,0.5283246941060178,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy,EJ/yr,2050,0.5255725321264467,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy,EJ/yr,2060,0.5167573505927694,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy,EJ/yr,2070,0.5212162220248732,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy,EJ/yr,2080,0.4947187455894619,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy,EJ/yr,2090,0.46137742042838076,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,Useful Energy,EJ/yr,2100,0.47918240459600114,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy,EJ/yr,2020,1,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy,EJ/yr,2030,0.5135796018230798,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy,EJ/yr,2040,0.318643489540953,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy,EJ/yr,2050,0.3094568024366496,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy,EJ/yr,2060,0.2981635571957332,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy,EJ/yr,2070,0.29631192148512775,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy,EJ/yr,2080,0.28498993452436505,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy,EJ/yr,2090,0.2587878952710473,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,Useful Energy,EJ/yr,2100,0.26380512166694353,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2020,1,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2030,1.1393950150755252,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2040,1.3188933166740524,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2050,1.437445140937684,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2060,1.5386844341375492,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2070,1.6577400603976036,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2080,1.7598654052667826,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2090,1.824901281466535,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-baseline-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2100,1.8435379811987325,MESSAGEix-Australia_SSP2-baseline-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2020,1,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2030,1.0651771858308894,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2040,1.305308627144805,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2050,1.4035343571272958,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2060,1.396516159877841,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2070,1.3783481591991409,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2080,1.3791956662171005,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2090,1.312166337027871,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-70k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2100,1.2963419387758512,MESSAGEix-Australia_SSP2-70k-fossil
MESSAGEix-Australia,SSP2-60k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2020,1,MESSAGEix-Australia_SSP2-60k-fossil
MESSAGEix-Australia,SSP2-60k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2030,1.0770946400401187,MESSAGEix-Australia_SSP2-60k-fossil
MESSAGEix-Australia,SSP2-60k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2040,1.264132900146841,MESSAGEix-Australia_SSP2-60k-fossil
MESSAGEix-Australia,SSP2-60k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2050,1.2324847806222232,MESSAGEix-Australia_SSP2-60k-fossil
MESSAGEix-Australia,SSP2-60k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2060,1.191455931526479,MESSAGEix-Australia_SSP2-60k-fossil
MESSAGEix-Australia,SSP2-60k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2070,1.228112648035489,MESSAGEix-Australia_SSP2-60k-fossil
MESSAGEix-Australia,SSP2-60k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2080,1.1583896702183865,MESSAGEix-Australia_SSP2-60k-fossil
MESSAGEix-Australia,SSP2-60k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2090,1.1262555403465673,MESSAGEix-Australia_SSP2-60k-fossil
MESSAGEix-Australia,SSP2-60k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2100,1.1102022068620243,MESSAGEix-Australia_SSP2-60k-fossil
MESSAGEix-Australia,SSP2-50k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2020,1,MESSAGEix-Australia_SSP2-50k-fossil
MESSAGEix-Australia,SSP2-50k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2030,0.915694042589509,MESSAGEix-Australia_SSP2-50k-fossil
MESSAGEix-Australia,SSP2-50k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2040,0.956316851621992,MESSAGEix-Australia_SSP2-50k-fossil
MESSAGEix-Australia,SSP2-50k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2050,0.9583000594344527,MESSAGEix-Australia_SSP2-50k-fossil
MESSAGEix-Australia,SSP2-50k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2060,0.9549339727559718,MESSAGEix-Australia_SSP2-50k-fossil
MESSAGEix-Australia,SSP2-50k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2070,0.9618346807759255,MESSAGEix-Australia_SSP2-50k-fossil
MESSAGEix-Australia,SSP2-50k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2080,0.9307500985215694,MESSAGEix-Australia_SSP2-50k-fossil
MESSAGEix-Australia,SSP2-50k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2090,0.898927793714819,MESSAGEix-Australia_SSP2-50k-fossil
MESSAGEix-Australia,SSP2-50k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2100,0.8904393016269114,MESSAGEix-Australia_SSP2-50k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2020,1,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2030,0.9180449020811992,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2040,0.8676112654774346,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2050,0.8425502963701972,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2060,0.8093809722436378,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2070,0.8375591984234929,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2080,0.7777073581296238,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2090,0.748372076450664,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-40k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2100,0.7392074266763621,MESSAGEix-Australia_SSP2-40k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2020,1,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2030,0.8196006682583219,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2040,0.7176631641801912,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2050,0.6871039932562515,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2060,0.6802378858641187,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2070,0.6272542164471226,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2080,0.5681535850981609,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2090,0.5456227802497565,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-30k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2100,0.5573658675777907,MESSAGEix-Australia_SSP2-30k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2020,1,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2030,0.6067069577591548,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2040,0.4463658724140644,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2050,0.38912791363169413,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2060,0.37027825321490343,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2070,0.3928933184540785,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2080,0.37641271988863784,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2090,0.361470295356338,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-20k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2100,0.34940168861663584,MESSAGEix-Australia_SSP2-20k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2020,1,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2030,0.4765242063666982,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2040,0.2744133399513823,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2050,0.20534105957561974,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2060,0.20330394869673038,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2070,0.18857822501607344,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2080,0.17335841538821228,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2090,0.16409350134991108,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-10k-fossil,AUS,GHG emissions,Mt CO2-equiv/yr,2100,0.1797315468358002,MESSAGEix-Australia_SSP2-10k-fossil
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2020,1,MESSAGEix-Australia_SSP2-baseline-ren
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2030,1.4110340871548406,MESSAGEix-Australia_SSP2-baseline-ren
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2040,1.8129742513421059,MESSAGEix-Australia_SSP2-baseline-ren
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2050,2.196457081702233,MESSAGEix-Australia_SSP2-baseline-ren
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2060,2.569351757769316,MESSAGEix-Australia_SSP2-baseline-ren
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2070,2.9267468889743262,MESSAGEix-Australia_SSP2-baseline-ren
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2080,3.2416192378411863,MESSAGEix-Australia_SSP2-baseline-ren
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2090,3.498760656242819,MESSAGEix-Australia_SSP2-baseline-ren
MESSAGEix-Australia,SSP2-baseline-ren,AUS,GDP (PPP),billion 2005USD,2100,3.6879211269733267,MESSAGEix-Australia_SSP2-baseline-ren
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2020,1,MESSAGEix-Australia_SSP2-70k-ren
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2030,1.3992199104770073,MESSAGEix-Australia_SSP2-70k-ren
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2040,1.8254810608279617,MESSAGEix-Australia_SSP2-70k-ren
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2050,2.1518561188586367,MESSAGEix-Australia_SSP2-70k-ren
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2060,2.3458438733907507,MESSAGEix-Australia_SSP2-70k-ren
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2070,2.4636638890171447,MESSAGEix-Australia_SSP2-70k-ren
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2080,2.5395989403773775,MESSAGEix-Australia_SSP2-70k-ren
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2090,2.5810763512877335,MESSAGEix-Australia_SSP2-70k-ren
MESSAGEix-Australia,SSP2-70k-ren,AUS,GDP (PPP),billion 2005USD,2100,2.6473131469229862,MESSAGEix-Australia_SSP2-70k-ren
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2020,1,MESSAGEix-Australia_SSP2-60k-ren
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2030,1.398789018106522,MESSAGEix-Australia_SSP2-60k-ren
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2040,1.7631456728806119,MESSAGEix-Australia_SSP2-60k-ren
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2050,1.9141628161504882,MESSAGEix-Australia_SSP2-60k-ren
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2060,2.0432460207686645,MESSAGEix-Australia_SSP2-60k-ren
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2070,2.1342494648087666,MESSAGEix-Australia_SSP2-60k-ren
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2080,2.1942341921664954,MESSAGEix-Australia_SSP2-60k-ren
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2090,2.2267147485471006,MESSAGEix-Australia_SSP2-60k-ren
MESSAGEix-Australia,SSP2-60k-ren,AUS,GDP (PPP),billion 2005USD,2100,2.2861127890522117,MESSAGEix-Australia_SSP2-60k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2020,1,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2030,1.1859745917842475,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2040,1.3553920415725826,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2050,1.510500947170554,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2060,1.6408533417847173,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2070,1.7359785103386354,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2080,1.7961607568727687,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2090,1.8188821028495599,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-50k-ren,AUS,GDP (PPP),billion 2005USD,2100,1.8682156917046364,MESSAGEix-Australia_SSP2-50k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2020,1,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2030,1.0845204913969626,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2040,1.1939148481947643,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2050,1.2946464380949327,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2060,1.3768385894263764,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2070,1.433322395238813,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2080,1.4742094225270705,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2090,1.4848358977309684,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-40k-ren,AUS,GDP (PPP),billion 2005USD,2100,1.5233925984756773,MESSAGEix-Australia_SSP2-40k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2020,1,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2030,0.8034354856082594,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2040,0.896567616929356,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2050,0.970300804915584,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2060,1.03023071071098,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2070,1.0741816666357316,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2080,1.1059063895902361,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2090,1.1231085680272705,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-30k-ren,AUS,GDP (PPP),billion 2005USD,2100,1.1466919130674669,MESSAGEix-Australia_SSP2-30k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2020,1,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2030,0.6249702137664613,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2040,0.6129868273974529,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2050,0.6593018314745407,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2060,0.688698027480616,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2070,0.7327191853973951,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2080,0.754005933511106,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2090,0.7621321739315746,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-20k-ren,AUS,GDP (PPP),billion 2005USD,2100,0.7749308982397649,MESSAGEix-Australia_SSP2-20k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,GDP (PPP),billion 2005USD,2020,1,MESSAGEix-Australia_SSP2-10k-ren
MESSAGEix-Australia,SSP2-10k-ren,AUS,GDP (PPP),billion 2005USD,2030,0.4603181373984444,MESSAGEix-Australia_SSP2-10k-ren
